Title,Price,Image URL,Specifications
"Laptop gamingowy Gigabyte Gaming A18 3WHK3EEC64SH 18"" 165Hz R7 260 32GB RAM 1TB Dysk SSD RTX5070 DLSS4 Win11 Czarny Funkcje AI",8 199.00 zł,"https://f00.esfr.pl/foto/8/173811932809/58f79d8e7c81a10dd5e8fb61e5e9bd76/gigabyte-laptop-giga-a18-r7-32gb-1tb-5070-w11,173811932809_7.webp","{'Ekran': '18 "",  2560 x 1600 pikseli 165 Hz', 'Procesor': 'AMD Ryzen™ 7 260', 'Pamięć': '32 GB  DDR5 5600 Mhz RAM', 'Grafika': 'NVIDIA® GeForce RTX 5070 + AMD Radeon™ 780M', 'Dysk': '1 TB SSD', 'System operacyjny': 'Windows 11 Home Edition'}"
"Laptop Lenovo ThinkPad T14 Gen 5 14"" R7 Pro 8840U 16GB RAM 512GB Dysk SSD Win11 Pro Czarny Funkcje AI",7 499.00 zł,"https://f00.esfr.pl/foto/3/150516247441/92b6ec9c9c09ec946b4d862729a235c1/lenovo-laptop-len-r7pro8840u-16gb-512gb-14-w11p,150516247441_7.webp","{'Ekran': '14 "",  1920 x 1200 pikseli 60 Hz', 'Procesor': 'AMD Ryzen™ 7 Pro 8840U', 'Pamięć': '16 GB  DDR5 5600 Mhz RAM', 'Grafika': 'AMD  Radeon™ 780M Graphics', 'Dysk': '512 GB SSD', 'System operacyjny': 'Windows 11 Professional'}"
"Laptop gamingowy Gigabyte Gaming A18 3VHK3EEC93SD 18"" 165Hz R7 260 16GB RAM 512GB Dysk SSD RTX5060 DLSS4 Czarny Funkcje AI",4 599.00 zł,"https://f00.esfr.pl/foto/3/173811860585/4ba17aa7aa545ee8ca40ffcfee37393d/gigabyte-laptop-giga-a18-r7-16gb-512gb-5060-dos,173811860585_7.webp","{'Ekran': '18 "",  2560 x 1600 pikseli 165 Hz', 'Procesor': 'AMD Ryzen™ 7 260', 'Pamięć': '16 GB  DDR5 5600 Mhz RAM', 'Grafika': 'NVIDIA® GeForce RTX 5060 + AMD Radeon™ 780M', 'Dysk': '512 GB SSD', 'System operacyjny': 'bez systemu'}"
"Laptop gamingowy Gigabyte Gaming A18 3WHK3EEC94SH 18"" 165Hz R7 260 16GB RAM 1TB Dysk SSD RTX5070 DLSS4 Win11 Czarny Funkcje AI",5 999.00 zł,"https://f00.esfr.pl/foto/4/173811843393/58f79d8e7c81a10dd5e8fb61e5e9bd76/gigabyte-laptop-giga-a18-r7-16gb-1tb-5070-w11,173811843393_7.webp","{'Ekran': '18 "",  2560 x 1600 pikseli 165 Hz', 'Procesor': 'AMD Ryzen™ 7 260', 'Pamięć': '16 GB  DDR5 5600 Mhz RAM', 'Grafika': 'NVIDIA® GeForce RTX 5070 + AMD Radeon™ 780M', 'Dysk': '1 TB SSD', 'System operacyjny': 'Windows 11 Home Edition'}"
"Laptop ASUS Zenbook S16 UM5606GA-SR323W OLED 16"" 120Hz Ryzen AI 7 445 16GB RAM 1TB Dysk SSD Win11 Szary Funkcje AI",8 199.00 zł,"https://f00.esfr.pl/foto/6/191218206905/b188c67c0c8559628ea107193eb2fbca/asus-laptop-asus-zb-s16-r7ai-16-1-w11,191218206905_7.webp","{'Ekran': '16 "", ekran dotykowy 2880 x 1800 pikseli 120 Hz', 'Procesor': 'AMD Ryzen™ AI 7 445', 'Pamięć': '16 GB  LPDDR5X RAM', 'Grafika': 'AMD  Radeon™ 840M', 'Dysk': '1 TB SSD', 'System operacyjny': 'Windows 11 Home Edition'}"
"Laptop ASUS Vivobook 16 X1607QA-MB055W 16"" Snapdragon X X1-26-100 16GB RAM 512GB Dysk SSD Win11 Srebrny Funkcje AI",3 499.00 zł,"https://f00.esfr.pl/foto/2/191218239233/d6ed1f40cb7a976772b45947619cfb38/asus-laptop-asus-vb-16-sx2-16-512-w11,191218239233_7.webp","{'Ekran': '16 "",  1920 x 1200 pikseli 60 Hz', 'Procesor': 'Qualcomm® Snapdragon® X X1-26-100', 'Pamięć': '16 GB  LPDDR5X RAM', 'Grafika': 'Qualcomm®  Adreno', 'Dysk': '512 GB SSD', 'System operacyjny': 'Windows 11 Home Edition'}"
"Laptop Dell 15 DC15250 15,6"" i5-1334U 16GB RAM 1TB Dysk SSD Win11 Srebrny",3 199.00 zł,"https://f00.esfr.pl/foto/7/185209843257/a67dd13b740249cb614b739713182686/dell-laptop-dell-d15-i5-16gb-1tb-w11_1,185209843257_7.webp","{'Ekran': '15,6 "",  1920 x 1080 pikseli 120 Hz', 'Procesor': 'Intel® Core™ i5 13gen 1334U', 'Pamięć': '16 GB  DDR4 3200 MHz RAM', 'Grafika': 'Intel®  Iris Xe Graphics (działający jako Intel® UHD Graphics)', 'Dysk': '1 TB SSD', 'System operacyjny': 'Windows 11 Home Edition'}"
"Laptop Acer Swift X 14 AI SFX14-61G OLED 14,5"" Ryzen AI 7 350 32GB RAM 1TB Dysk SSD RTX5060 DLSS4 Win11 Szary Funkcje AI",7 784.99 zł,"https://f00.esfr.pl/foto/9/185282769969/cb3f02c5a5a02cbb7df4ff373dae7fdb/acer-laptop-acer-sfx14-r7ai-32gb1tb5060-w11-t,185282769969_7.webp","{'Ekran': '14,5 "", ekran dotykowy 2880 x 1800 pikseli 120 Hz', 'Procesor': 'AMD Ryzen™ AI 7 350', 'Pamięć': '32 GB  LPDDR5X RAM', 'Grafika': 'NVIDIA® GeForce RTX 5060 + AMD Radeon™ 860M', 'Dysk': '1 TB SSD', 'System operacyjny': 'Windows 11 Home Edition'}"
Laptop gamingowy HP OMEN MAX 16-ah0216nw OLED 16'' 240Hz Ultra 9 275HX 64GB RAM 1TB Dysk SSD RTX5090 DLSS4 Win11 Czarny Funkcje AI,16 999.00 zł,"https://f00.esfr.pl/foto/2/193704555305/f065e12c9364cef26ffffc9a5f29d2e6/hp-laptop-hp-om-16-u9-64-1-5090-w11,193704555305_7.webp","{'Ekran': '16 "",  2560 x 1600 pikseli 240 Hz', 'Procesor': 'Intel® Core™ Ultra 9 15gen 275HX', 'Pamięć': '64 GB  DDR5 5600 Mhz RAM', 'Grafika': 'NVIDIA® GeForce RTX™ 5090 + Intel Graphics', 'Dysk': '1 TB SSD', 'System operacyjny': 'Windows 11 Home Edition'}"
"Laptop biznesowy Lenovo V14 G5 IRL 14"" i5-13420H 16GB RAM 512GB Dysk SSD Win11 Pro Czarny",2 989.99 zł,"https://f00.esfr.pl/foto/4/181421811233/6970d7e6550ea94d0f0a726ef7c20a89/lenovo-laptop-v14-14-i5-16gb-512gb-w11,181421811233_7.webp","{'Ekran': '14 "",  1920 x 1080 pikseli 60 Hz', 'Procesor': 'Intel® Core™ i5 13gen 13420H', 'Pamięć': '16 GB  DDR5 5200 Mhz RAM', 'Grafika': 'Intel®  UHD Graphics', 'Dysk': '512 GB SSD', 'System operacyjny': 'Windows 11 Professional'}"
Laptop ASUS Zenbook 14 OLED UX3405CA-SU864X 14'' 120Hz Ultra 9 285H 32GB RAM 1TB Dysk SSD Win11 Pro Niebieski Funkcje AI,9 599.00 zł,"https://f00.esfr.pl/foto/5/185049101705/27e8a6e547082520872ad7aa63d1e057/asus-laptop-asus-zb-14-u9-32-1tb-w11p,185049101705_7.webp","{'Ekran': '14 "", ekran dotykowy 2880 x 1800 pikseli 120 Hz', 'Procesor': 'Intel® Core™ Ultra 9 15gen 285H', 'Pamięć': '32 GB  LPDDR5X RAM', 'Grafika': 'Intel®   Arc™ 140T', 'Dysk': '1 TB SSD', 'System operacyjny': 'Windows 11 Professional'}"
"Laptop gamingowy HP OMEN 16-ap0218nw 16"" 240Hz Ryzen AI 7 350 32GB RAM 1TB Dysk SSD RTX5070 DLSS4 Win11 Czarny Funkcje AI",7 999.00 zł,"https://f00.esfr.pl/foto/5/184148974985/bfd7ab7bc2a21467e6c70f7770cd869/hp-laptop-hp-om-16-r7ai-32-1tb-5070-w11,184148974985_7.webp","{'Ekran': '16 "",  2560 x 1600 pikseli 240 Hz', 'Procesor': 'AMD Ryzen™ AI 7 350', 'Pamięć': '32 GB  DDR5 5600 Mhz RAM', 'Grafika': 'NVIDIA® GeForce RTX™ 5070 + AMD Radeon™ 860M', 'Dysk': '1 TB SSD', 'System operacyjny': 'Windows 11 Home Edition'}"
"Laptop Acer Aspire 16 AI A16-52M OLED 16"" Ultra 5 226V 16GB RAM 1TB Dysk SSD Win11 Szary Funkcje AI",3 779.99 zł,"https://f00.esfr.pl/foto/8/189715912281/bc1b366453b02659eac10d3b528906db/acer-laptop-acer-a16-cu5-16gb-1tb-w11,189715912281_7.webp","{'Ekran': '16 "",  1920 x 1200 pikseli 60 Hz', 'Procesor': 'Intel® Core™ Ultra 5 15gen 226V', 'Pamięć': '16 GB  LPDDR5X RAM', 'Grafika': 'Intel®  Arc™ Graphics 130V', 'Dysk': '1 TB SSD', 'System operacyjny': 'Windows 11 Home Edition'}"
"Laptop gamingowy HP OMEN 16-am0015nw 16"" 144Hz i7-14650HX 16GB RAM 1TB Dysk SSD RTX5060 DLSS4 Win11 Czarny",6 299.00 zł,"https://f00.esfr.pl/foto/5/176320515033/885470fd84b43bbe36d8fd5f1a2a8c99/hp-laptop-hp-om-16-i7-16-1tb-5060-w11,176320515033_7.webp","{'Ekran': '16 "",  1920 x 1080 pikseli 144 Hz', 'Procesor': 'Intel® Core™ i7 14gen 14650HX', 'Pamięć': '16 GB  DDR5 5600 Mhz RAM', 'Grafika': 'NVIDIA® GeForce RTX™ 5060 + Intel UHD Graphics', 'Dysk': '512 GB SSD', 'System operacyjny': 'Windows 11 Home Edition'}"
"Laptop HP OmniBook 5 16-ag1025nw OLED 16"" Ryzen AI 7 350 32GB RAM 1TB Dysk SSD Win11 Srebrny Funkcje AI",4 849.00 zł,"https://f00.esfr.pl/foto/7/184148888649/122e7b944ff4f01cb180a47ab33f9d66/hp-laptop-hp-ob-5-r7ai-16-32-1tb-w11,184148888649_7.webp","{'Ekran': '16 "",  1920 x 1200 pikseli', 'Procesor': 'AMD Ryzen™ AI 7 350', 'Pamięć': '32 GB  LPDDR5x 7500 Mhz RAM', 'Grafika': 'AMD  Radeon™ 860M', 'Dysk': '1 TB SSD', 'System operacyjny': 'Windows 11 Home Edition'}"
"Apple MacBook Air 2025 15,3"" M4 24GB RAM 512GB Dysk macOS Błękitny Funkcje AI",6 999.00 zł,"https://f00.esfr.pl/foto/6/159937901049/1cydbuzrz2ogz/apple-laptop-mba-15-m4-10-10-24gb-512gb-sb,159937901049_7.webp","{'Ekran': '15,3"",  2880 x 1864 pikseli', 'Procesor': 'Apple M4', 'Pamięć': '24 GB  zunifikowana RAM', 'Grafika': 'Apple  M4 (10-rdzeni)', 'Dysk': '512 GB SSD', 'System operacyjny': 'macOS Sequoia lub nowszy'}"
"Laptop ASUS Vivobook 16 M1605NAQ-SH119W OLED 16"" Ryzen 5 150 16GB RAM 512GB Dysk SSD Win11 Srebrny Funkcje AI",2 799.00 zł,"https://f00.esfr.pl/foto/2/185049044361/9de1c9b6d3f1a0429c3c9a31b5f730bf/asus-laptop-as-sh119w-vb-16-r5-16-512-w11,185049044361_7.webp","{'Ekran': '16 "",  1920 x 1200 pikseli 60 Hz', 'Procesor': 'AMD Ryzen™ 5 150', 'Pamięć': '16 GB  DDR5 RAM', 'Grafika': 'AMD  Radeon™ 660M', 'Dysk': '512 GB SSD', 'System operacyjny': 'Windows 11 Home Edition'}"
"Laptop ASUS Vivobook S14 M3407GA-SF013W OLED 14"" Ryzen AI 7 445 16GB RAM 512GB Dysk SSD Win11 Srebrny Funkcje AI",3 799.00 zł,"https://f00.esfr.pl/foto/6/191218229729/317456da78e81d431a8da2e1b85ec2ac/asus-laptop-asus-vb-s14-r7ai-16-512-w11_1,191218229729_7.webp","{'Ekran': '14 "",  1920 x 1200 pikseli 60 Hz', 'Procesor': 'AMD Ryzen™ AI 7 445', 'Pamięć': '16 GB  DDR5 RAM', 'Grafika': 'AMD  Radeon™ 840M', 'Dysk': '512 GB SSD', 'System operacyjny': 'Windows 11 Home Edition'}"
"Laptop gamingowy MSI Crosshair 18 HX AI A2XWGXKG-078PL 18"" 240Hz Ultra 9 275HX 32GB RAM 1TB Dysk SSD RTX5070 DLSS4 Win11 Czarny AI",10 999.00 zł,"https://f00.esfr.pl/foto/1/192277927057/d0e77bc760149836f5b8d5ac03dc2626/msi-laptop-msi-cros-18-u9-32-1-5070-w11,192277927057_7.webp","{'Ekran': '18 "",  2560 x 1600 pikseli 240 Hz', 'Procesor': 'Intel® Core™ Ultra 9 Series 2 275HX', 'Pamięć': '32 GB  DDR5 6400 Mhz RAM', 'Grafika': 'NVIDIA® GeForce RTX™ 5070 + Intel Graphics', 'Dysk': '1 TB SSD', 'System operacyjny': 'Windows 10 Home Edition'}"
"Laptop gamingowy Acer Nitro 16S AI AN16S-61 16"" 180Hz Ryzen AI 9 365 32GB RAM 1TB Dysk SSD RTX5060 DLSS4 Czarny Funkcje AI",6 799.00 zł,"https://f00.esfr.pl/foto/2/176109366361/1cd5e6294e399629454455a777e8b09a/acer-laptop-nitro-16-r9ai-32gb-1tb-5060-nos,176109366361_7.webp","{'Ekran': '16 "",  2560 x 1600 pikseli 180 Hz', 'Procesor': 'AMD Ryzen™ AI 9 365', 'Pamięć': '32 GB  DDR5 5600 Mhz RAM', 'Grafika': 'NVIDIA® GeForce RTX™ 5060 + AMD Radeon™ 880M', 'Dysk': '1 TB SSD', 'System operacyjny': 'bez systemu'}"
"Apple MacBook Pro 2024 16,2"" M4 Max 36GB RAM 1TB Dysk macOS Srebrny Funkcje AI",15 999.00 zł,"https://f00.esfr.pl/foto/1/152647162433/4122ba7709286462ba76adb39b127891/apple-laptop-mbp-16-m4m-14-32-36gb-1tb-silver,152647162433_7.webp","{'Ekran': '16,2 "",  3456 x 2234 pikseli 120 Hz', 'Procesor': 'Apple M4 Max', 'Pamięć': '36 GB  zunifikowana RAM', 'Grafika': 'Apple  M4 Max (32-rdzenie)', 'Dysk': '1 TB SSD', 'System operacyjny': 'macOS Sequoia lub nowszy'}"
"Laptop HP OmniBook 5 16-af1219nw OLED 16"" Ultra 5 225U 16GB RAM 512GB Dysk SSD Win11 Srebrny Funkcje AI",3 419.99 zł,"https://f00.esfr.pl/foto/5/181421603569/5fa5d98fb4f50512b43fc3029149813f/hp-laptop-hp-ob5-ai16-u5-16-512-w11,181421603569_7.webp","{'Ekran': '16 "",  1920 x 1200 pikseli', 'Procesor': 'Intel® Core™ Ultra 5 15gen 225U', 'Pamięć': '16 GB  LPDDR5x 7500 Mhz RAM', 'Grafika': 'Intel®  Graphics', 'Dysk': '512 GB SSD', 'System operacyjny': 'Windows 11 Home Edition'}"
Laptop biznesowy ASUS ExpertBook B9 OLED B9403CVAR-KM0897X 14'' Core 5 120U 16GB RAM 1TB Dysk SSD Win11 Pro Czarny Funkcje AI,4 799.00 zł,"https://f00.esfr.pl/foto/2/152465894985/2dc2787e6bb60614a98c608162ccf4ea/asus-laptop-asus-14-u5-16gb-1tb-w11p,152465894985_7.webp","{'Ekran': '14 "",  2880 x 1800 pikseli 90 Hz', 'Procesor': 'Intel® Core™ 5 120U', 'Pamięć': '16 GB  LPDDR5X RAM', 'Grafika': 'Intel®  Graphics', 'Dysk': '1 TB SSD', 'System operacyjny': 'Windows 11 Professional'}"
"Laptop gamingowy Acer Nitro 18 AI AN18-61 18"" 165Hz Ryzen AI 7 350 32GB RAM 1TB Dysk SSD RTX5060 DLSS4 Win11 Pro Czarny Funkcje AI",8 069.99 zł,"https://f00.esfr.pl/foto/3/180303156313/baa173bf28303f4ae82ce0a35d39b1e2/acer-laptop-nitro-18-r7ai-32gb-1tb-5060-w11p,180303156313_7.webp","{'Ekran': '18 "",  2560 x 1600 pikseli 165 Hz', 'Procesor': 'AMD Ryzen™ AI 7 350', 'Pamięć': '32 GB  DDR5 5600 Mhz RAM', 'Grafika': 'NVIDIA® GeForce RTX™ 5060 + AMD Radeon™ 860M', 'Dysk': '1 TB SSD', 'System operacyjny': 'Windows 11 Professional'}"
"Laptop gamingowy Gigabyte Gaming A16 Pro 16"" 165Hz Core 7 240H 32GB RAM 1TB Dysk SSD RTX5080 DLSS4 Czarny Funkcje AI",9 499.00 zł,"https://f00.esfr.pl/foto/6/173811694729/3429f3d324ba6921d16666d51042f027/gigabyte-laptop-giga-a16p-i7-32gb-1tb-5080-dos,173811694729_7.webp","{'Ekran': '16 "",  2560 x 1600 pikseli 165 Hz', 'Procesor': 'Intel® Core™ 7 15gen 240H', 'Pamięć': '32 GB  LPDDR5x 5600 Mhz RAM', 'Grafika': 'NVIDIA® GeForce RTX 5080 + Intel Graphics', 'Dysk': '1 TB SSD', 'System operacyjny': 'bez systemu'}"
"Laptop Acer Aspire 16 AI A16-52M OLED 16"" Ultra 9 288V 32GB RAM 1TB Dysk SSD Win11 Szary Funkcje AI",5 219.99 zł,"https://f00.esfr.pl/foto/6/189715924081/bc1b366453b02659eac10d3b528906db/acer-laptop-acer-a16-cu9-32gb-1tb-w11,189715924081_7.webp","{'Ekran': '16 "",  1920 x 1200 pikseli 60 Hz', 'Procesor': 'Intel® Core™ Ultra 9 15gen 288V', 'Pamięć': '32 GB  LPDDR5X RAM', 'Grafika': 'Intel®  Arc™ Graphics 140V', 'Dysk': '1 TB SSD', 'System operacyjny': 'Windows 11 Home Edition'}"
"Laptop ASUS Vivobook 16 X1607AA-MB017W 16"" Ultra 5 325 32GB RAM 1TB Dysk SSD Win11 Niebieski Funkcje AI",5 499.00 zł,"https://f00.esfr.pl/foto/6/185048963265/b75067b8d1f8ec6a760e421f389d10ed/asus-laptop-as-vb-16-u5-32-1tb-w11,185048963265_7.webp","{'Ekran': '16 "",  1920 x 1200 pikseli 60 Hz', 'Procesor': 'Intel® Core™ Ultra 5 Series 3 325', 'Pamięć': '32 GB  DDR5 RAM', 'Grafika': 'Intel®  Graphics', 'Dysk': '1 TB SSD', 'System operacyjny': 'Windows 11 Home Edition'}"
"Laptop 2w1 HP OmniBook X Flip AI 16-ar0016nw OLED 16"" Ryzen AI 5 340 16GB RAM 1TB Dysk SSD Win11 Srebrny Funkcje AI",4 799.00 zł,"https://f00.esfr.pl/foto/5/184149098057/aa1efebbe132d0572443876cd9033395/hp-laptop-hp-ob-x-flip-r5ai-16-16-1tb-w11,184149098057_7.webp","{'Ekran': '16 "", ekran dotykowy 1920 x 1200 pikseli', 'Procesor': 'AMD Ryzen™ AI 5 340', 'Pamięć': '16 GB  LPDDR5x 7500 Mhz RAM', 'Grafika': 'AMD  Radeon™ 840M', 'Dysk': '1 TB SSD', 'System operacyjny': 'Windows 11 Home Edition'}"
"Laptop gamingowy Acer Nitro 16 AI AN16-61 16"" 180Hz Ryzen AI 7 350 16GB RAM 1TB Dysk SSD RTX5070Ti DLSS4 Czarny Funkcje AI",7 299.00 zł,"https://f00.esfr.pl/foto/6/176109542049/cc292b4a03dee3680a12e42f5446688d/acer-laptop-nitro-16-r7ai-16gb-1tb-5070ti-nos,176109542049_7.webp","{'Ekran': '16 "",  2560 x 1600 pikseli 180 Hz', 'Procesor': 'AMD Ryzen™ AI 7 350', 'Pamięć': '16 GB  DDR5 5600 Mhz RAM', 'Grafika': 'NVIDIA® GeForce RTX™ 5070 Ti + AMD Radeon™ 860M', 'Dysk': '1 TB SSD', 'System operacyjny': 'bez systemu'}"
"Laptop gamingowy Gigabyte AORUS MASTER 16 BYH OLED 16"" 240Hz Ultra 9 275HX 32GB RAM 1TB Dysk SSD RTX5080 DLSS4 Win11 Pro Czarny AI",13 999.00 zł,"https://f00.esfr.pl/foto/1/160771648601/136722fce0e1c37f1e9a5abc0e63e1cb/gigabyte-laptop-aorus-m-u9-16-32gb-1tb-5080-w11,160771648601_7.webp","{'Ekran': '16 "",  2560 x 1600 pikseli 240 Hz', 'Procesor': 'Intel® Core™ Ultra 9 15gen 275HX', 'Pamięć': '32 GB  DDR5 5600 Mhz RAM', 'Grafika': 'NVIDIA® GeForce RTX 5080 + Intel Graphics', 'Dysk': '1 TB SSD', 'System operacyjny': 'Windows 11 Professional'}"
"Laptop 2w1 HP OmniBook 5 Flip 14-fp0004nw 14"" Core 5 120U 16GB RAM 512GB Dysk SSD Win11 Niebieski",3 649.00 zł,"https://f00.esfr.pl/foto/2/193704552417/cd1e5aa10ef0a81860f3eb976471e497/hp-laptop-hp-ob-5-f-14-c5-16-512-w11,193704552417_7.webp","{'Ekran': '14 "", ekran dotykowy 1920 x 1200 pikseli', 'Procesor': 'Intel® Core™ 5 14gen 120U', 'Pamięć': '16 GB  LPDDR5 5200 Mhz RAM', 'Grafika': 'Intel®  Graphics', 'Dysk': '512 GB SSD', 'System operacyjny': 'Windows 11 Home Edition'}"
"Laptop gamingowy MSI Crosshair 17 HX AI D2XWFKG-008XPL 17"" 240Hz Ultra 7 255HX 16GB RAM 1TB Dysk SSD RTX5060 DLSS4 Szary Funkcje AI",5 999.00 zł,"https://f00.esfr.pl/foto/6/168751993633/d36b31970c6ecf45b56f19a0f1ba0b0f/msi-lap-msi-crosshair-17-u7-16-1tb-5060-nos,168751993633_7.webp","{'Ekran': '17 "",  2560 x 1600 pikseli 240 Hz', 'Procesor': 'Intel® Core™ Ultra 7 15gen 255HX', 'Pamięć': '16 GB  DDR5 5600 Mhz RAM', 'Grafika': 'NVIDIA® GeForce RTX™ 5060 + Intel Graphics', 'Dysk': '1 TB SSD', 'System operacyjny': 'bez systemu'}"
"Laptop gamingowy ASUS ROG Strix G18 G815LW-SA303W 18"" 240Hz Ultra 9 290HX Plus 32GB RAM 2TB Dysk SSD RTX5080 DLSS4 Win11 Szary Funkcje AI",16 999.00 zł,"https://f00.esfr.pl/foto/7/191218270809/8956d88f2623b10c76639eae665761f4/asus-laptop-asus-r-s-g18-u9-32-2-5080-w11,191218270809_7.webp","{'Ekran': '18 "",  2560 x 1600 pikseli 240 Hz', 'Procesor': 'Intel® Core™ Ultra 9 15gen 290HX Plus', 'Pamięć': '32 GB  DDR5 5600 Mhz RAM', 'Grafika': 'NVIDIA® Geforce RTX™ 5080 + Intel Graphics', 'Dysk': '2 TB SSD', 'System operacyjny': 'Windows 11 Home Edition'}"
"Laptop ASUS Vivobook 16 X1607AA-MB009W 16"" Ultra 5 325 16GB RAM 512GB Dysk SSD Win11 Niebieski Funkcje AI",3 499.00 zł,"https://f00.esfr.pl/foto/7/191218309545/b75067b8d1f8ec6a760e421f389d10ed/asus-laptop-asus-vb-16-u5-16-512-w11_1,191218309545_7.webp","{'Ekran': '16 "",  1920 x 1200 pikseli 60 Hz', 'Procesor': 'Intel® Core™ Ultra 5 Series 3 325', 'Pamięć': '16 GB  DDR5 RAM', 'Grafika': 'Intel®  Graphics', 'Dysk': '512 GB SSD', 'System operacyjny': 'Windows 11 Home Edition'}"
"Laptop gamingowy HP Victus 15-fa2036nw 15,6"" 144Hz i7-13620H 16GB RAM 1TB Dysk SSD RTX5060 DLSS4 Win11 Czarno-srebrny",4 699.00 zł,"https://f00.esfr.pl/foto/5/186932885953/1751c2da2af67165d3fe6e1957b94f11/hp-laptop-hp-vic-16-i7-16-1tb-5060-w11,186932885953_7.webp","{'Ekran': '15,6 "",  1920 x 1080 pikseli 144 Hz', 'Procesor': 'Intel® Core™ i7 13gen 13620H', 'Pamięć': '16 GB  DDR5 5200 Mhz RAM', 'Grafika': 'NVIDIA® GeForce RTX™ 5060 + Intel UHD Graphics', 'Dysk': '1 TB SSD', 'System operacyjny': 'Windows 11 Home Edition'}"
"Laptop gamingowy MSI Cyborg 17 B2RWFKG-066XPL 17,3"" 144Hz Core 7 240H 16GB RAM 512GB Dysk SSD RTX5060 DLSS4 Czarny Funkcje AI",4 549.00 zł,"https://f00.esfr.pl/foto/6/174092023593/ea37fad306a9542796fcb8bc96b6bdb8/msi-laptop-msi-cyb-17-i7-16-512gb-5060-nos,174092023593_7.webp","{'Ekran': '17,3 "",  1920 x 1080 pikseli 144 Hz', 'Procesor': 'Intel® Core™ 7 15gen 240H', 'Pamięć': '16 GB  DDR5 RAM', 'Grafika': 'NVIDIA® GeForce RTX™ 5060 + Intel Graphics', 'Dysk': '512 GB SSD', 'System operacyjny': 'bez systemu'}"
"Apple MacBook Air 2026 15,3"" M5 10/10 16GB RAM 512GB Dysk macOS Księzycowa Poświata Funkcje AI",6 999.00 zł,"https://f00.esfr.pl/foto/3/187426736233/c39191a63b8a673edd66e0e1be820f68/apple-macbook-air-2026-15-3-m5-10-10-16gb-ram-512gb-dysk-macos-ksiezycowa-poswiata-funkcje-ai,187426736233_7.webp","{'Ekran': '15,3"",  2880 x 1864 pikseli', 'Procesor': 'Apple M5', 'Pamięć': '16 GB  zunifikowana RAM', 'Grafika': 'Apple  M5 (10-rdzeni)', 'Dysk': '512 GB SSD', 'System operacyjny': 'macOS'}"
"Laptop ASUS Vivobook 15 M1502NAQ-BQ037W 15,6"" Ryzen 7 170 16GB RAM 512GB Dysk SSD Win11 Srebrny Funkcje AI",2 599.00 zł,"https://f00.esfr.pl/foto/5/185049240249/cec1479046914635583270985abe349f/asus-laptop-asus-vb-15-r7-16-512-w11,185049240249_7.webp","{'Ekran': '15,6 "",  1920 x 1080 pikseli 60 Hz', 'Procesor': 'AMD Ryzen™ 7 170', 'Pamięć': '16 GB  DDR5 RAM', 'Grafika': 'AMD  Radeon™ 680M', 'Dysk': '512 GB SSD', 'System operacyjny': 'Windows 11 Home Edition'}"
"Apple MacBook Pro 2026 14,2"" M5 Pro 18/20 24GB RAM 2TB Dysk macOS Gwiezdna Czerń Funkcje AI",13 999.00 zł,"https://f00.esfr.pl/foto/1/187428135401/b3ad39e784948f3d41471d6369ba59ab/apple-macbook-pro-2026-14-2-m5-pro-18-20-24gb-ram-2tb-dysk-macos-gwiezdna-czern-funkcje-ai,187428135401_7.webp","{'Ekran': '14,2 "",  3024 x 1964 pikseli 120 Hz', 'Procesor': 'Apple M5 Pro', 'Pamięć': '24 GB  zunifikowana RAM', 'Grafika': 'Apple  M5 Pro (20-rdzeni)', 'Dysk': '2 TB SSD', 'System operacyjny': 'macOS'}"
"Laptop biznesowy Lenovo V15 G4 AMN 15,6"" R5 7520U 16GB RAM 512GB Dysk SSD Win11 Pro Czarny",2 699.00 zł,"https://f00.esfr.pl/foto/5/174092071065/15d60ae51cd08b1170de144f9efd9112/lenovo-laptop-yoga-6-14-i5-16gb-512gb-w11_1,174092071065_7.webp","{'Ekran': '15,6 "",  1920 x 1080 pikseli 60 Hz', 'Procesor': 'AMD Ryzen™ 5 7520U', 'Pamięć': '16 GB  LPDDR5 5500 Mhz RAM', 'Grafika': 'AMD  Radeon™ 610M Graphics', 'Dysk': '512 GB SSD', 'System operacyjny': 'Windows 11 Professional'}"
"Laptop ASUS Vivobook S16 S3607VA-RP097W 16"" 144Hz Core 5 210H 16GB RAM 512GB Dysk SSD Win11 Srebrny Funkcje AI",2 749.00 zł,"https://f00.esfr.pl/foto/8/185049140409/9d0fde2353210aff7155c534439006a9/asus-laptop-asus-vb-s16-c5-16-512gb-w11_1,185049140409_7.webp","{'Ekran': '16 "",  1920 x 1200 pikseli 144 Hz', 'Procesor': 'Intel® Core™ 5 15gen 210H', 'Pamięć': '16 GB  DDR5 RAM', 'Grafika': 'Intel®  Graphics', 'Dysk': '512 GB SSD', 'System operacyjny': 'Windows 11 Home Edition'}"
